# CREATED BY GENE DIAGNOSTICS TOOL on Wed Jul 11 15:25:40 2018
# diag: fluxspectra, run(s): act, time window: 0-1708.4394(316 steps), species: ions
# original data path: /r/c/cmor/IFERC/W7Xstcs025/ITGa/scanomn0omt1/
# normalization: L_ref=5.508m
#
# Q*dVdx =   1.8174E+01 MW
# G*dVdx =  -1.5232E-11 MW/keV
#  kx         G_es,p      Q_es,p    
  0.0000E+00 -1.9874E-13  1.6475E-02
  8.1078E-03  6.3665E-13  2.2043E-02
  1.6216E-02 -1.6980E-13  1.3609E-02
  2.4323E-02 -9.8376E-14  1.3450E-02
  3.2431E-02 -2.1357E-13  1.2751E-02
  4.0539E-02  2.1581E-13  1.2279E-02
  4.8647E-02 -9.9934E-14  1.1598E-02
  5.6755E-02  1.1511E-13  1.2448E-02
  6.4862E-02 -4.0160E-14  1.1487E-02
  7.2970E-02 -1.1774E-13  1.1557E-02
  8.1078E-02 -6.9824E-14  1.1583E-02
  8.9186E-02  3.3061E-14  1.1119E-02
  9.7293E-02 -4.8005E-14  1.1708E-02
  1.0540E-01 -2.8869E-13  1.1031E-02
  1.1351E-01 -1.1193E-13  1.1737E-02
  1.2162E-01  2.4925E-18  1.1233E-02
  1.2972E-01  1.1606E-13  1.1506E-02
  1.3783E-01 -1.0199E-13  1.0692E-02
  1.4594E-01  2.7181E-13  1.0792E-02
  1.5405E-01  4.5270E-14  1.0326E-02
  1.6216E-01  1.7063E-13  1.0389E-02
  1.7026E-01 -1.9655E-13  1.0112E-02
  1.7837E-01  4.3500E-14  1.0148E-02
  1.8648E-01  4.7786E-15  8.7352E-03
  1.9459E-01  2.1973E-14  9.0732E-03
  2.0269E-01  1.2722E-14  8.1101E-03
  2.1080E-01  1.5787E-13  8.0392E-03
  2.1891E-01 -3.2312E-14  7.1581E-03
  2.2702E-01 -1.6965E-13  7.3333E-03
  2.3513E-01 -4.3322E-16  7.0004E-03
  2.4323E-01 -4.2732E-14  6.9693E-03
  2.5134E-01 -9.3556E-14  6.5419E-03
  2.5945E-01  8.9721E-14  6.1803E-03
  2.6756E-01  1.5464E-13  6.0387E-03
  2.7566E-01 -1.7614E-13  5.8086E-03
