# CREATED BY GENE DIAGNOSTICS TOOL on Wed Jul 11 15:39:08 2018
# diag: fluxspectra, run(s): act, time window: 0-568.01509(320 steps), species: ions
# original data path: /r/c/cmor/IFERC/W7Xstcs025/ITGa/scanomn0omt3/
# normalization: L_ref=5.508m
#
# Q*dVdx =   3.8427E+02 MW
# G*dVdx =  -4.7206E-10 MW/keV
#  kx         G_es,p      Q_es,p    
  0.0000E+00 -3.2321E-11  5.1370E-01
  8.1078E-03 -2.0423E-12  6.9256E-01
  1.6216E-02  1.1618E-12  4.3742E-01
  2.4323E-02  1.8138E-12  3.7097E-01
  3.2431E-02  7.6097E-12  3.4346E-01
  4.0539E-02  4.3113E-12  3.1967E-01
  4.8647E-02 -7.5423E-13  3.2204E-01
  5.6755E-02  4.8103E-12  3.0069E-01
  6.4862E-02  8.5901E-13  2.7899E-01
  7.2970E-02 -2.1592E-12  2.7626E-01
  8.1078E-02 -4.9072E-12  2.6946E-01
  8.9186E-02 -1.9842E-12  2.5476E-01
  9.7293E-02 -2.1761E-12  2.4663E-01
  1.0540E-01 -1.1298E-12  2.3178E-01
  1.1351E-01 -2.2697E-12  2.3552E-01
  1.2162E-01  1.1269E-13  2.1411E-01
  1.2972E-01  3.8754E-12  2.0149E-01
  1.3783E-01  2.2894E-12  1.9435E-01
  1.4594E-01 -5.7517E-12  1.8564E-01
  1.5405E-01 -2.4417E-12  1.7891E-01
  1.6216E-01 -5.8240E-13  1.6630E-01
  1.7026E-01 -9.3758E-13  1.6087E-01
  1.7837E-01  2.5677E-12  1.5515E-01
  1.8648E-01 -3.6172E-13  1.4135E-01
  1.9459E-01  2.6128E-12  1.3981E-01
  2.0269E-01  3.5798E-12  1.3036E-01
  2.1080E-01 -4.1913E-12  1.2608E-01
  2.1891E-01 -1.3134E-12  1.1884E-01
  2.2702E-01 -8.9972E-13  1.1311E-01
  2.3513E-01  5.8205E-13  1.0853E-01
  2.4323E-01  2.8062E-12  1.0240E-01
  2.5134E-01 -1.1222E-12  9.7000E-02
  2.5945E-01  1.2395E-12  8.9601E-02
  2.6756E-01  1.4723E-12  8.7922E-02
  2.7566E-01 -1.1984E-12  8.3185E-02
  2.8377E-01 -2.6543E-12  8.1193E-02
  2.9188E-01 -9.9194E-13  7.6259E-02
  2.9999E-01  6.1572E-13  7.3599E-02
  3.0810E-01  1.1221E-12  7.0993E-02
  3.1620E-01  6.2603E-13  6.9161E-02
  3.2431E-01  5.6841E-13  6.5957E-02
  3.3242E-01  5.9072E-13  6.4605E-02
  3.4053E-01  1.2263E-12  6.1644E-02
  3.4863E-01 -7.6319E-13  5.9265E-02
  3.5674E-01  3.7352E-13  5.8486E-02
  3.6485E-01  1.4738E-12  5.5040E-02
  3.7296E-01 -5.0139E-13  5.2908E-02
  3.8107E-01 -5.7613E-13  5.2048E-02
  3.8917E-01 -2.2006E-12  5.0686E-02
  3.9728E-01  2.1818E-12  4.8578E-02
  4.0539E-01 -7.7978E-13  4.7688E-02
  4.1350E-01  4.1037E-13  4.5172E-02
  4.2160E-01 -1.6158E-12  4.4454E-02
  4.2971E-01 -8.2109E-13  4.3035E-02
  4.3782E-01 -9.9302E-13  4.1971E-02
  4.4593E-01  2.7518E-13  4.1427E-02
  4.5404E-01  5.4818E-13  3.9401E-02
  4.6214E-01 -4.1890E-13  3.8596E-02
  4.7025E-01  9.9378E-13  3.7190E-02
  4.7836E-01  3.3444E-13  3.7273E-02
  4.8647E-01  1.3748E-12  3.5645E-02
  4.9457E-01 -7.3915E-13  3.4515E-02
  5.0268E-01  2.1309E-13  3.2972E-02
  5.1079E-01  1.5580E-12  3.2995E-02
  5.1890E-01 -1.6974E-12  3.1462E-02
  5.2701E-01 -1.5986E-12  3.1451E-02
  5.3511E-01  3.2857E-13  3.0562E-02
  5.4322E-01  1.0041E-12  2.9360E-02
  5.5133E-01 -1.8338E-12  2.8321E-02
  5.5944E-01  5.3534E-13  2.8415E-02
  5.6755E-01 -3.4437E-13  2.7469E-02
  5.7565E-01  1.1808E-12  2.6634E-02
  5.8376E-01 -4.3020E-13  2.5365E-02
  5.9187E-01 -9.8104E-14  2.5442E-02
  5.9998E-01 -1.8575E-13  2.5090E-02
  6.0808E-01  2.3110E-14  2.4378E-02
  6.1619E-01 -5.0372E-13  2.3084E-02
  6.2430E-01 -4.9789E-13  2.2920E-02
  6.3241E-01  3.1816E-13  2.2229E-02
  6.4052E-01 -9.4105E-13  2.1414E-02
  6.4862E-01 -2.8203E-13  2.0776E-02
  6.5673E-01 -2.1618E-13  2.0905E-02
  6.6484E-01 -9.5077E-13  2.0337E-02
  6.7295E-01  4.2695E-13  1.9775E-02
  6.8105E-01 -6.9388E-13  1.9044E-02
  6.8916E-01  1.4775E-13  1.8487E-02
  6.9727E-01 -1.0163E-13  1.8377E-02
  7.0538E-01 -2.0733E-13  1.7655E-02
  7.1349E-01 -7.9155E-13  1.7316E-02
  7.2159E-01 -7.5213E-13  1.6891E-02
  7.2970E-01 -7.7665E-13  1.6575E-02
  7.3781E-01 -1.7484E-13  1.6231E-02
  7.4592E-01 -4.5512E-13  1.5988E-02
