# CREATED BY GENE DIAGNOSTICS TOOL on Wed Jul 11 16:47:13 2018
# diag: zprofile, run(s): act, time window: 0-7279.348(1727 steps), species: ions
# original data path: /r/c/cmor/IFERC/W7Xstcs036/ITGa/scanomn0omt1/
# normalization: L_ref=5.508m
#
# variable A = phi
#  z/qR       kx=0,ky=3.
 -3.1416E+00  1.4018E-03
 -3.0925E+00  1.1679E-03
 -3.0434E+00  1.2095E-03
 -2.9943E+00  1.2585E-03
 -2.9452E+00  1.3398E-03
 -2.8962E+00  1.4177E-03
 -2.8471E+00  1.4620E-03
 -2.7980E+00  1.5358E-03
 -2.7489E+00  1.5349E-03
 -2.6998E+00  1.5219E-03
 -2.6507E+00  1.4864E-03
 -2.6016E+00  1.3719E-03
 -2.5525E+00  1.2889E-03
 -2.5035E+00  1.2216E-03
 -2.4544E+00  1.1486E-03
 -2.4053E+00  1.0533E-03
 -2.3562E+00  9.9835E-04
 -2.3071E+00  9.7610E-04
 -2.2580E+00  9.8799E-04
 -2.2089E+00  1.0444E-03
 -2.1598E+00  1.1463E-03
 -2.1108E+00  1.3228E-03
 -2.0617E+00  1.6314E-03
 -2.0126E+00  2.1315E-03
 -1.9635E+00  2.7242E-03
 -1.9144E+00  3.5279E-03
 -1.8653E+00  4.3566E-03
 -1.8162E+00  4.5500E-03
 -1.7671E+00  4.0081E-03
 -1.7181E+00  3.2274E-03
 -1.6690E+00  2.4340E-03
 -1.6199E+00  2.0042E-03
 -1.5708E+00  1.6946E-03
 -1.5217E+00  1.5003E-03
 -1.4726E+00  1.3952E-03
 -1.4235E+00  1.2996E-03
 -1.3744E+00  1.1803E-03
 -1.3254E+00  1.0298E-03
 -1.2763E+00  9.2039E-04
 -1.2272E+00  8.2751E-04
 -1.1781E+00  7.7636E-04
 -1.1290E+00  7.4638E-04
 -1.0799E+00  7.2488E-04
 -1.0308E+00  7.0753E-04
 -9.8175E-01  7.0154E-04
 -9.3266E-01  7.1143E-04
 -8.8357E-01  7.2258E-04
 -8.3449E-01  7.5351E-04
 -7.8540E-01  7.9960E-04
 -7.3631E-01  8.8710E-04
 -6.8722E-01  1.0255E-03
 -6.3814E-01  1.2356E-03
 -5.8905E-01  1.5878E-03
 -5.3996E-01  2.0289E-03
 -4.9087E-01  2.6778E-03
 -4.4179E-01  3.6543E-03
 -3.9270E-01  4.9541E-03
 -3.4361E-01  6.5007E-03
 -2.9452E-01  8.2725E-03
 -2.4544E-01  1.0333E-02
 -1.9635E-01  1.2314E-02
 -1.4726E-01  1.4501E-02
 -9.8175E-02  1.6103E-02
 -4.9087E-02  1.7393E-02
  0.0000E+00  1.7741E-02
  4.9087E-02  1.7433E-02
  9.8175E-02  1.5891E-02
  1.4726E-01  1.4157E-02
  1.9635E-01  1.2335E-02
  2.4544E-01  1.0218E-02
  2.9452E-01  8.2312E-03
  3.4361E-01  6.5064E-03
  3.9270E-01  5.0835E-03
  4.4179E-01  3.7035E-03
  4.9087E-01  2.6859E-03
  5.3996E-01  2.0179E-03
  5.8905E-01  1.5201E-03
  6.3814E-01  1.2199E-03
  6.8722E-01  1.0180E-03
  7.3631E-01  8.8560E-04
  7.8540E-01  8.1604E-04
  8.3449E-01  7.6957E-04
  8.8357E-01  7.4412E-04
  9.3266E-01  7.1465E-04
  9.8175E-01  6.9674E-04
  1.0308E+00  6.9012E-04
  1.0799E+00  7.0244E-04
  1.1290E+00  7.3612E-04
  1.1781E+00  7.7952E-04
  1.2272E+00  8.4138E-04
  1.2763E+00  9.2258E-04
  1.3254E+00  1.0155E-03
  1.3744E+00  1.1650E-03
  1.4235E+00  1.2845E-03
  1.4726E+00  1.4112E-03
  1.5217E+00  1.5335E-03
  1.5708E+00  1.6765E-03
  1.6199E+00  1.9620E-03
  1.6690E+00  2.4891E-03
  1.7181E+00  3.2876E-03
  1.7671E+00  4.0774E-03
  1.8162E+00  4.5515E-03
  1.8653E+00  4.3473E-03
  1.9144E+00  3.6123E-03
  1.9635E+00  2.7157E-03
  2.0126E+00  2.0765E-03
  2.0617E+00  1.6229E-03
  2.1108E+00  1.3455E-03
  2.1598E+00  1.1507E-03
  2.2089E+00  1.0314E-03
  2.2580E+00  9.7904E-04
  2.3071E+00  9.5975E-04
  2.3562E+00  9.9211E-04
  2.4053E+00  1.0654E-03
  2.4544E+00  1.1253E-03
  2.5035E+00  1.2197E-03
  2.5525E+00  1.2888E-03
  2.6016E+00  1.3798E-03
  2.6507E+00  1.4631E-03
  2.6998E+00  1.4892E-03
  2.7489E+00  1.5048E-03
  2.7980E+00  1.4983E-03
  2.8471E+00  1.4485E-03
  2.8962E+00  1.4121E-03
  2.9452E+00  1.3223E-03
  2.9943E+00  1.2250E-03
  3.0434E+00  1.1518E-03
  3.0925E+00  1.3436E-03
