# CREATED BY GENE DIAGNOSTICS TOOL on Wed Jul 11 15:30:18 2018
# diag: zprofile, run(s): act, time window: 0-451.05109(169 steps), species: ions
# original data path: /r/c/cmor/IFERC/W7Xstcs025/ITGa/scanomn0omt2/
# normalization: L_ref=5.508m
#
# variable A = phi
#  z/qR       kx=0,ky=3.
 -3.1416E+00  8.8761E-04
 -3.0925E+00  7.6778E-04
 -3.0434E+00  7.1474E-04
 -2.9943E+00  6.4198E-04
 -2.9452E+00  6.2254E-04
 -2.8962E+00  5.8994E-04
 -2.8471E+00  5.5090E-04
 -2.7980E+00  5.8275E-04
 -2.7489E+00  5.7308E-04
 -2.6998E+00  5.4451E-04
 -2.6507E+00  5.2692E-04
 -2.6016E+00  5.2953E-04
 -2.5525E+00  4.5550E-04
 -2.5035E+00  3.9811E-04
 -2.4544E+00  4.0945E-04
 -2.4053E+00  3.8595E-04
 -2.3562E+00  3.5018E-04
 -2.3071E+00  3.4131E-04
 -2.2580E+00  3.2845E-04
 -2.2089E+00  3.5525E-04
 -2.1598E+00  3.5896E-04
 -2.1108E+00  4.0010E-04
 -2.0617E+00  4.7428E-04
 -2.0126E+00  5.7902E-04
 -1.9635E+00  7.1834E-04
 -1.9144E+00  9.1369E-04
 -1.8653E+00  1.1555E-03
 -1.8162E+00  1.3892E-03
 -1.7671E+00  1.5718E-03
 -1.7181E+00  1.3578E-03
 -1.6690E+00  1.1320E-03
 -1.6199E+00  8.7855E-04
 -1.5708E+00  6.8055E-04
 -1.5217E+00  6.3183E-04
 -1.4726E+00  6.4385E-04
 -1.4235E+00  5.4016E-04
 -1.3744E+00  5.1083E-04
 -1.3254E+00  4.8069E-04
 -1.2763E+00  4.0472E-04
 -1.2272E+00  3.5191E-04
 -1.1781E+00  3.5385E-04
 -1.1290E+00  3.1315E-04
 -1.0799E+00  3.1612E-04
 -1.0308E+00  3.1312E-04
 -9.8175E-01  2.9592E-04
 -9.3266E-01  2.9096E-04
 -8.8357E-01  2.6803E-04
 -8.3449E-01  2.8276E-04
 -7.8540E-01  3.2513E-04
 -7.3631E-01  3.6958E-04
 -6.8722E-01  3.6603E-04
 -6.3814E-01  4.5297E-04
 -5.8905E-01  5.6767E-04
 -5.3996E-01  7.5909E-04
 -4.9087E-01  9.2714E-04
 -4.4179E-01  1.2835E-03
 -3.9270E-01  1.6772E-03
 -3.4361E-01  2.0917E-03
 -2.9452E-01  2.7154E-03
 -2.4544E-01  3.2310E-03
 -1.9635E-01  3.5831E-03
 -1.4726E-01  4.2293E-03
 -9.8175E-02  4.5890E-03
 -4.9087E-02  5.1660E-03
  0.0000E+00  5.3586E-03
  4.9087E-02  5.0810E-03
  9.8175E-02  4.9786E-03
  1.4726E-01  4.2359E-03
  1.9635E-01  3.7736E-03
  2.4544E-01  3.2556E-03
  2.9452E-01  2.6767E-03
  3.4361E-01  2.1351E-03
  3.9270E-01  1.7118E-03
  4.4179E-01  1.2763E-03
  4.9087E-01  9.6523E-04
  5.3996E-01  7.0691E-04
  5.8905E-01  5.6462E-04
  6.3814E-01  4.3000E-04
  6.8722E-01  4.1147E-04
  7.3631E-01  3.5053E-04
  7.8540E-01  3.2944E-04
  8.3449E-01  3.3252E-04
  8.8357E-01  3.0421E-04
  9.3266E-01  2.8011E-04
  9.8175E-01  3.1060E-04
  1.0308E+00  3.0664E-04
  1.0799E+00  3.0335E-04
  1.1290E+00  3.1736E-04
  1.1781E+00  3.2667E-04
  1.2272E+00  3.3870E-04
  1.2763E+00  4.0017E-04
  1.3254E+00  4.0902E-04
  1.3744E+00  4.7764E-04
  1.4235E+00  5.3984E-04
  1.4726E+00  6.2854E-04
  1.5217E+00  6.5477E-04
  1.5708E+00  7.5435E-04
  1.6199E+00  9.5082E-04
  1.6690E+00  1.0813E-03
  1.7181E+00  1.3640E-03
  1.7671E+00  1.5817E-03
  1.8162E+00  1.4482E-03
  1.8653E+00  1.1560E-03
  1.9144E+00  9.4516E-04
  1.9635E+00  7.0875E-04
  2.0126E+00  5.8673E-04
  2.0617E+00  4.7905E-04
  2.1108E+00  3.7984E-04
  2.1598E+00  3.4280E-04
  2.2089E+00  3.4838E-04
  2.2580E+00  3.5523E-04
  2.3071E+00  3.1630E-04
  2.3562E+00  3.3140E-04
  2.4053E+00  3.5421E-04
  2.4544E+00  3.5567E-04
  2.5035E+00  3.9551E-04
  2.5525E+00  4.8585E-04
  2.6016E+00  5.2937E-04
  2.6507E+00  5.1675E-04
  2.6998E+00  5.3902E-04
  2.7489E+00  5.5971E-04
  2.7980E+00  5.7356E-04
  2.8471E+00  5.7750E-04
  2.8962E+00  5.9037E-04
  2.9452E+00  5.9775E-04
  2.9943E+00  6.8797E-04
  3.0434E+00  7.0713E-04
  3.0925E+00  7.8840E-04
