# CREATED BY GENE DIAGNOSTICS TOOL on Wed Mar  6 17:53:55 2019
# diag: fluxspectra, run(s): act, time window: 0-258.15108(57 steps), species: ions
# original data path: /marconi_work/FUA23_ESTRELLA/IFERC/W7Xhiotas05/ITGa_NL/omt1d/
# normalization: L_ref=1.65m
#
# Q*A =   2.1491E-01 MW
# G*A =   2.7405E-12 MW/keV
#  kx         G_es,p      Q_es,p    
  0.0000E+00  5.5507E-13  3.3455E-02
  5.6607E-02 -1.9264E-12  6.9307E-02
  1.1321E-01  1.1515E-12  4.6064E-02
  1.6982E-01 -6.4112E-13  3.0552E-02
  2.2643E-01  2.4645E-13  2.2029E-02
  2.8303E-01  1.2256E-12  1.6178E-02
  3.3964E-01  7.3210E-13  1.3047E-02
  3.9625E-01 -9.1800E-13  9.5655E-03
  4.5285E-01  5.0073E-13  7.7633E-03
  5.0946E-01 -4.1875E-13  5.9704E-03
  5.6607E-01  7.9449E-13  4.5036E-03
  6.2267E-01 -6.9616E-13  3.7308E-03
  6.7928E-01 -4.1859E-14  3.4543E-03
  7.3589E-01 -1.7867E-14  2.4220E-03
  7.9250E-01  2.8791E-13  2.0042E-03
  8.4910E-01 -1.9971E-14  1.7429E-03
  9.0571E-01  1.3669E-13  1.3671E-03
  9.6232E-01 -1.7482E-13  1.1258E-03
  1.0189E+00  8.5417E-14  9.1543E-04
  1.0755E+00  2.3846E-13  7.2615E-04
  1.1321E+00 -3.3893E-14  5.9956E-04
  1.1887E+00 -2.0595E-13  5.2658E-04
  1.2453E+00  1.1575E-13  4.3605E-04
  1.3020E+00  1.2022E-13  3.0967E-04
  1.3586E+00  6.9659E-15  2.6607E-04
  1.4152E+00 -6.0464E-14  2.4680E-04
  1.4718E+00 -1.9938E-14  1.9887E-04
  1.5284E+00  1.2109E-14  1.7001E-04
  1.5850E+00  3.1779E-14  1.3344E-04
  1.6416E+00  1.2591E-13  1.1754E-04
  1.6982E+00 -8.5339E-14  1.1586E-04
  1.7548E+00  4.4301E-14  8.8412E-05
  1.8114E+00  5.4674E-15  7.6753E-05
  1.8680E+00  7.5214E-14  6.5863E-05
  1.9246E+00  4.5654E-14  5.6038E-05
  1.9812E+00  8.9540E-15  4.6011E-05
  2.0378E+00  2.0848E-14  3.9828E-05
  2.0945E+00 -2.4800E-14  2.9691E-05
  2.1511E+00 -2.3256E-14  2.9371E-05
  2.2077E+00  1.0127E-14  2.7432E-05
  2.2643E+00 -4.7486E-15  1.7901E-05
  2.3209E+00 -1.3212E-14  1.8178E-05
  2.3775E+00  2.8707E-15  1.5876E-05
  2.4341E+00  1.9609E-14  1.5049E-05
  2.4907E+00 -1.4161E-14  1.4016E-05
  2.5473E+00 -1.9040E-14  1.0383E-05
  2.6039E+00  6.3656E-16  8.1622E-06
  2.6605E+00  6.8584E-15  7.6388E-06
  2.7171E+00  0.0000E+00  0.0000E+00


#  ky         G_es,p      Q_es,p    
  0.0000E+00  0.0000E+00  0.0000E+00
  5.0000E-02 -2.3498E-14  6.1091E-03
  1.0000E-01 -2.8852E-13  8.5091E-03
  1.5000E-01  4.9943E-13  1.2786E-02
  2.0000E-01  6.0683E-13  1.7176E-02
  2.5000E-01  1.0323E-12  2.1544E-02
  3.0000E-01  4.6432E-13  1.9306E-02
  3.5000E-01 -7.9847E-13  1.9992E-02
  4.0000E-01 -1.9799E-13  1.8219E-02
  4.5000E-01  5.3609E-13  1.5441E-02
  5.0000E-01  3.9591E-13  1.5059E-02
  5.5000E-01 -1.0926E-12  1.8936E-02
  6.0000E-01 -1.3105E-13  1.9134E-02
  6.5000E-01  1.7769E-13  1.8101E-02
  7.0000E-01 -1.0994E-12  1.0549E-02
  7.5000E-01  5.9582E-13  1.1973E-02
  8.0000E-01  5.4374E-15  9.7688E-03
  8.5000E-01  7.5631E-13  6.9611E-03
  9.0000E-01  7.2579E-13  6.2289E-03
  9.5000E-01 -1.9269E-13  4.3327E-03
  1.0000E+00 -3.2192E-13  3.6950E-03
  1.0500E+00 -1.2637E-13  2.5590E-03
  1.1000E+00  1.4322E-13  1.9542E-03
  1.1500E+00  1.8881E-13  1.8441E-03
  1.2000E+00 -1.0306E-13  1.2085E-03
  1.2500E+00 -6.3900E-14  1.3177E-03
  1.3000E+00  9.7586E-14  9.3422E-04
  1.3500E+00 -1.0865E-13  8.7510E-04
  1.4000E+00  1.5962E-13  6.9690E-04
  1.4500E+00 -7.4516E-14  5.3354E-04
  1.5000E+00 -8.7333E-14  4.2029E-04
  1.5500E+00 -1.1659E-13  3.5905E-04
  1.6000E+00  3.8464E-14  3.1840E-04
  1.6500E+00 -2.9584E-14  3.0099E-04
  1.7000E+00 -9.9514E-14  2.3662E-04
  1.7500E+00  1.5787E-14  2.3478E-04
  1.8000E+00 -4.6552E-14  1.8306E-04
  1.8500E+00 -4.9133E-14  1.5596E-04
  1.9000E+00 -4.5537E-15  1.4649E-04
  1.9500E+00 -6.6395E-14  1.4885E-04
  2.0000E+00 -1.6106E-14  1.2082E-04
  2.0500E+00 -5.0050E-14  1.1249E-04
  2.1000E+00 -1.2172E-14  9.9817E-05
  2.1500E+00  7.1648E-15  9.9643E-05
  2.2000E+00 -1.6988E-14  8.4387E-05
  2.2500E+00 -1.5438E-14  7.7776E-05
  2.3000E+00  3.8976E-15  7.5516E-05
  2.3500E+00  1.4092E-14  7.0567E-05
  2.4000E+00  2.3494E-14  6.1497E-05
  2.4500E+00  2.4516E-16  5.8069E-05
  2.5000E+00  1.5714E-14  5.3996E-05
  2.5500E+00  9.6566E-15  5.2252E-05
  2.6000E+00  1.3815E-14  4.9748E-05
  2.6500E+00 -1.9266E-14  4.5589E-05
